-20	-80	15	-75	49	-67	74	-62	89	-60	89	-60	76	-62	51	-67
19	-75	-16	-80	-49	-74	-75	-50	-89	-10	-89	32	-76	60	-51	61
-18	36	17	-5	50	-46	75	-77	89	-91	89	-90	76	-76	50	-50
18	-16	-18	20	-50	52	-75	72	-89	78	-89	74	-76	67	-50	62
-16	60	19	60	51	62	75	67	90	75	92	80	77	73	46	49
2	7	-39	-36	-63	-62	-56	-56	-22	-19	24	28	57	60	62	58
36	24	-8	-24	-50	-58	-75	-62	-79	-36	-72	7	-65	49	-66	78
-73	91	-78	89	-71	74	-50	49	-17	16	20	-20	52	-52	76	-76
90	-89	90	-88	75	-74	44	-48	1	-13	-41	24	-63	55	-55	73
-20	76	26	71	59	65	61	65	33	71	-12	76	-52	70	-76	49
-80	15	-74	-23	-66	-55	-61	-73	-60	-75	-60	-70	-63	-65	-67	-66
-74	-72	-77	-76	-70	-70	-49	-49	-14	-15	24	24	56	56	73	73
77	76	73	70	66	65	61	66	59	73	59	79	62	71	68	44
75	1	77	-42	70	-64	48	-53	13	-13	-25	34	-56	62	-74	55
-77	18	-72	-29	-66	-60	-62	-60	-60	-31	-60	12	-63	53	-68	81
-76	92	-80	88	-71	71	-42	45	1	11	43	-24	64	-56	52	-79
13	-91	-32	-90	-61	-72	-59	-39	-29	5	14	45	54	64	82	52
94	12	90	-34	72	-62	39	-54	-3	-15	-42	34	-63	62	-56	53
-25	13	18	-35	56	-62	78	-53	81	-13	74	33	66	61	61	58
61	27	63	-16	64	-56	63	-82	61	-93	60	-90	63	-71	69	-37
76	7	77	46	68	64	45	50	10	9	-28	-37	-59	-63	-75	-53
-76	-14	-69	33	-64	62	-67	58	-76	24	-80	-21	-69	-58	-38	-77
5	-79	44	-72	63	-65	54	-61	22	-60	-20	-61	-58	-63	-83	-69
-94	-77	-90	-80	-69	-68	-34	-37	10	7	48	47	64	64	49	48
9	6	-36	-40	-63	-63	-57	-51	-22	-11	23	35	60	62	78	57
79	22	72	-23	65	-60	61	-77	60	-77	60	-69	63	-64	69	-67
75	-74	77	-77	67	-67	42	-41	6	-5	-32	32	-61	61	-75	75
-75	76	-69	69	-64	64	-67	67	-75	75	-78	79	-66	67	-35	34
10	-11	49	-50	64	-64	46	-46	2	-4	-43	40	-64	63	-48	56
-6	22	39	-22	63	-61	55	-85	21	-93	-23	-85	-62	-66	-86	-37
-94	-3	-88	32	-66	62	-30	83	13	92	49	87	64	66	52	29
18	-15	-25	-52	-62	-64	-87	-45	-95	-3	-88	41	-65	63	-29	54
14	17	49	-28	64	-63	52	-79	18	-79	-25	-71	-63	-64	-86	-61
-93	-59	-85	-60	-65	-64	-35	-70	1	-77	37	-77	64	-64	77	-38
78	-3	71	34	64	64	60	84	61	92	63	86	64	64	63	28
61	-15	60	-50	64	-64	72	-49	78	-13	77	31	64	64	37	79
1	77	-35	68	-65	64	-84	68	-92	74	-86	76	-63	63	-25	36
20	-2	54	-38	64	-65	42	-76	-2	-74	-44	-67	-64	-64	-52	-68
-14	-74	31	-75	65	-63	80	-35	79	3	70	39	64	65	62	77
63	76	64	70	64	64	63	61	63	61	64	63	64	64	63	63
61	61	61	61	65	64	72	72	78	80	77	79	62	61	34	26
-1	-19	-37	-55	-67	-63	-86	-39	-93	7	-85	49	-60	64	-22	41
20	-6	53	-49	64	-63	46	-41	8	5	-35	47	-67	64	-81	49
-79	11	-71	-33	-63	-68	-61	-88	-63	-93	-64	-84	-64	-59	-63	-21
-63	23	-63	57	-64	63	-63	36	-61	-10	-61	-51	-65	-63	-72	-40
-78	5	-76	48	-60	64	-31	47	5	7	40	-37	68	-68	86	-80
92	-77	83	-69	58	-63	18	-61	-26	-60	-58	-61	-62	-65	-36	-73
9	-79	49	-78	64	-58	47	-21	6	23	-38	57	-69	62	-81	35
-78	-12	-69	-52	-63	-63	-61	-37	-62	11	-63	52	-64	63	-63	36
-61	-12	-61	-53	-65	-63	-73	-36	-80	10	-78	50	-57	64	-19	46
26	7	58	-37	62	-71	34	-89	-12	-91	-51	-80	-64	-57	-45	-27
-4	8	40	43	70	70	79	87	74	90	66	79	65	57	71	25
79	-10	77	-44	56	-70	18	-86	-25	-89	-57	-79	-63	-56	-40	-24
1	13	42	47	70	69	80	76	77	73	69	66	63	64	60	69
60	75	61	73	66	57	74	27	80	-10	76	-45	55	-71	17	-86
-26	-89	-57	-78	-63	-55	-40	-22	1	15	43	48	71	70	80	78
75	75	66	68	64	62	71	61	78	62	76	63	54	64	14	64
-31	63	-61	64	-60	64	-27	65	20	64	56	64	61	64	32	64
-15	64	-54	64	-64	64	-41	63	2	63	45	64	72	64	80	63
74	61	66	62	65	66	72	75	80	81	76	75	52	52	11	13
-34	-29	-61	-59	-59	-61	-26	-36	19	5	55	46	63	73	41	81
0	76	-44	68	-75	62	-90	61	-90	63	-76	64	-53	64	-20	64
17	64	50	64	72	64	78	64	73	64	66	64	65	64	72	62
79	61	75	62	50	67	10	74	-33	78	-60	73	-61	53	-35	22
5	-15	46	-49	77	-75	93	-88	94	-88	78	-75	47	-51	6	-17
-35	20	-60	52	-60	72	-35	77	5	72	47	65	78	65	93	72
93	78	77	73	47	49	6	7	-34	-37	-60	-63	-60	-56	-33	-20
9	27	49	60	74	59	81	25	75	-23	67	-58	62	-62	60	-35
60	9	62	50	67	75	74	81	78	75	71	67	51	62	19	61
-19	63	-52	64	-76	63	-89	61	-90	60	-76	62	-45	68	-2	75
40	78	63	71	55	51	18	19	-29	-18	-60	-52	-58	-77	-23	-88
25	-87	58	-73	61	-48	33	-14	-11	23	-52	55	-75	73	-79	77
-71	71	-65	65	-66	66	-74	73	-80	79	-72	72	-45	45	-4	3
37	-38	62	-62	58	-58	28	-29	-15	12	-53	52	-75	80	-80	93
-74	91	-66	74	-61	41	-60	-2	-60	-43	-62	-64	-68	-54	-76	-17
-80	29	-71	60	-44	60	-2	32	39	-11	62	-53	58	-81	28	-93
-14	-91	-53	-73	-80	-40	-93	3	-91	43	-73	64	-40	53	3	15
43	-30	64	-60	52	-60	13	-31	-34	12	-62	54	-55	81	-17	91
30	87	61	71	59	44	29	10	-14	-27	-54	-57	-82	-74	-93	-77
-90	-70	-72	-65	-39	-66	3	-74	42	-79	63	-70	57	-41	25	3
-18	45	-56	64	-77	51	-80	12	-72	-34	-65	-61	-66	-59	-75	-28
-80	16	-70	56	-39	82	5	94	46	90	64	71	50	37	11	-7
-34	-46	-62	-64	-59	-50	-29	-11	15	34	56	62	83	58	93	27
87	-16	69	-57	42	-83	9	-94	-26	-90	-58	-70	-81	-36	-91	6
-86	44	-69	63	-41	56	-7	25	28	-18	59	-57	80	-83	90	-93
86	-87	69	-69	40	-41	4	-7	-32	28	-60	59	-75	81	-78	90
-72	86	-65	68	-61	40	-61	4	-62	-32	-64	-60	-64	-76	-64	-78
-63	-72	-64	-65	-64	-61	-65	-61	-64	-63	-64	-64	-64	-64	-64	-63
-64	-63	-64	-64	-64	-64	-64	-63	-64	-62	-64	-63	-64	-70	-64	-78
-64	-80	-64	-67	-64	-35	-64	10	-64	49	-64	64	-64	46	-64	3
-64	-42	-64	-64	-64	-49	-64	-7	-64	38	-64	63	-64	56	-63	22
-64	-22	-64	-61	-64	-85	-62	-92	-61	-85	-64	-66	-70	-38	-78	-3
-80	32	-66	62	-33	83	12	93	50	87	64	66	45	30	1	-13
-44	-49	-64	-64	-48	-51	-5	-15	40	28	64	62	54	79	17	80
-28	72	-63	64	-79	60	-78	59	-71	61	-64	64	-61	70	-60	76
-61	76	-64	65	-70	38	-78	1	-79	-36	-64	-63	-31	-77	13	-77
51	-71	64	-64	43	-61	-2	-61	-46	-63	-64	-64	-45	-63	0	-62
45	-61	64	-64	46	-71	2	-77	-43	-77	-64	-64	-52	-36	-14	1
30	38	64	64	80	76	79	76	71	70	64	64	61	60	62	58
64	60	64	64	63	71	61	77	61	76	64	63	71	37	77	2
76	-35	63	-65	36	-84	-1	-90	-38	-82	-65	-63	-76	-33	-74	2
-67	37	-64	66	-69	84	-77	90	-78	82	-62	62	-27	31	17	-5
52	-40	64	-65	46	-77	8	-77	-34	-70	-66	-64	-80	-61	-79	-61
-71	-63	-63	-64	-60	-64	-59	-64	-61	-64	-65	-64	-71	-64	-76	-64
-75	-64	-62	-64	-34	-63	3	-61	40	-61	66	-65	77	-73	74	-80
67	-79	64	-61	69	-25	78	18	78	53	60	64	23	46	-22	8
-56	-36	-63	-67	-37	-80	7	-76	48	-67	64	-64	49	-70	9	-79
-35	-78	-68	-60	-80	-23	-76	21	-67	54	-64	63	-70	45	-79	8
-78	-34	-59	-69	-22	-89	22	-93	55	-82	63	-59	44	-28	7	7
-35	41	-70	69	-90	87	-95	93	-84	83	-57	57	-18	18	24	-24
55	-56	63	-63	45	-43	7	-4	-36	38	-70	69	-91	81	-95	79
-84	70	-57	63	-17	60	25	62	56	63	63	64	44	63	6	61
-37	61	-71	65	-90	74	-94	81	-83	78	-56	57	-17	18	25	-26
56	-58	63	-62	42	-34	2	12	-40	51	-70	64	-81	45	-78	3
-69	-40	-63	-70	-61	-79	-62	-74	-64	-66	-64	-65	-63	-71	-61	-77
-61	-75	-66	-57	-74	-27	-80	10	-77	44	-55	71	-16	87	28	91
59	81	61	54	31	14	-15	-30	-53	-60	-64	-61	-44	-30	-4	16
40	55	73	62	89	33	90	-15	78	-55	55	-62	23	-32	-14	17
-48	56	-70	62	-78	32	-76	-15	-68	-53	-62	-64	-59	-42	-59	0
-61	43	-66	72	-73	80	-77	74	-73	66	-56	65	-24	72	14	80
48	76	70	53	77	13	74	-30	68	-59	63	-62	60	-38	60	2
61	43	66	75	74	92	80	94	75	80	53	51	14	10	-29	-31
-59	-59	-61	-62	-36	-39	5	1	46	43	72	75	80	92	76	91
68	77	62	52	59	20	59	-15	61	-48	67	-74	74	-90	78	-92
73	-79	54	-49	23	-7	-14	36	-48	62	-74	58	-89	26	-91	-20
-78	-56	-49	-63	-8	-38	33	5	60	47	61	73	35	80	-7	75
-47	67	-74	62	-80	61	-74	61	-66	62	-65	67	-72	75	-79	80
-74	74	-49	49	-7	8	37	-36	63	-62	57	-57	22	-23	-24	23
-57	57	-62	62	-38	37	4	-7	47	-49	78	-74	93	-79	93	-72
77	-65	46	-65	5	-72	-35	-77	-60	-72	-60	-51	-35	-19	6	18
48	51	78	76	92	89	90	90	75	76	49	45	17	2	-19	-40
-51	-63	-76	-56	-90	-20	-89	25	-74	58	-48	62	-15	36	21	-7
52	-49	76	-79	90	-93	91	-92	76	-75	44	-45	0	-4	-41	37
-63	61	-55	59	-19	31	26	-12	59	-52	62	-75	35	-81	-8	-75
-50	-67	-80	-62	-93	-61	-91	-63	-75	-64	-44	-64	-3	-64	38	-64
62	-64	59	-64	29	-64	-14	-64	-53	-64	-76	-64	-80	-62	-74	-61
-66	-63	-62	-67	-60	-74	-60	-77	-62	-70	-68	-48	-76	-14	-80	24
-71	56	-44	73	-3	76	38	70	62	65	57	66	27	72	-16	76
-54	70	-76	48	-80	13	-74	-25	-66	-56	-61	-74	-59	-76	-60	-70
-63	-64	-68	-66	-75	-74	-77	-79	-70	-71	-47	-42	-12	1	26	43
57	64	74	53	78	14	72	-31	66	-61	62	-59	61	-28	63	17
64	56	64	77	64	80	64	73	64	65	64	62	64	60	64	61
64	63	64	69	64	77	64	80	64	70	64	41	62	-2	61	-42
63	-63	69	-56	77	-25	80	17	70	56	40	83	-3	95	-44	91
-64	71	-50	37	-9	-6	37	-44	63	-63	53	-56	13	-25	-33	17
-62	56	-58	83	-27	95	17	90	57	70	83	36	94	-5	90	-43
70	-63	36	-56	-6	-23	-44	20	-63	58	-55	78	-24	79	19	70
57	64	84	67	94	76	90	80	70	68	34	37	-9	-6	-48	-45
-64	-63	-49	-55	-9	-22	36	20	62	58	57	83	23	92	-22	87
-59	68	-78	39	-79	3	-72	-33	-65	-61	-61	-75	-60	-77	-61	-72
-63	-65	-69	-60	-75	-59	-77	-60	-67	-63	-41	-70	-5	-78	33	-80
61	-67	75	-36	77	6	71	45	65	64	60	53	58	19	59	-25
63	-61	70	-78	77	-78	78	-70	66	-64	41	-67	7	-76	-30	-79
-61	-66	-83	-34	-92	11	-87	50	-67	64	-31	46	11	3	48	-42
64	-64	52	-48	18	-5	-26	42	-62	64	-79	48	-78	3	-69	-43
-64	-64	-68	-47	-77	-4	-80	41	-66	63	-32	54	12	19	49	-24
64	-62	51	-86	17	-94	-25	-87	-62	-65	-86	-30	-93	13	-85	49
-65	64	-35	51	1	15	36	-28	63	-63	77	-79	78	-78	72	-69
64	-64	60	-67	61	-74	63	-76	64	-64	63	-37	61	0	61	37
64	64	71	76	77	76	77	71	64	64	37	60	0	59	-37	60
-64	64	-76	71	-74	77	-68	76	-64	64	-67	36	-74	-1	-75	-38
-63	-64	-36	-76	1	-76	38	-70	64	-64	75	-60	74	-59	67	-60
64	-64	68	-72	74	-80	75	-79	63	-63	35	-29	-3	14	-39	50
-65	64	-76	49	-76	11	-70	-32	-64	-65	-60	-79	-59	-77	-60	-68
-64	-64	-71	-69	-77	-78	-76	-79	-62	-62	-34	-26	3	18	40	52
66	64	77	48	76	12	70	-31	64	-67	60	-88	59	-93	60	-83
65	-61	71	-31	77	4	76	38	62	67	33	86	-4	93	-41	85
-66	60	-77	22	-76	-21	-70	-53	-63	-64	-60	-46	-59	-8	-61	35
-65	67	-71	80	-77	76	-75	68	-61	64	-32	68	6	75	42	75
67	61	77	31	75	-7	69	-43	63	-67	61	-76	60	-73	61	-66
65	-64	72	-69	80	-75	78	-74	59	-60	22	-32	-23	4	-57	40
-62	68	-36	85	9	89	49	80	64	59	48	28	10	-9	-34	-44
-70	-68	-89	-76	-92	-73	-81	-67	-59	-64	-28	-69	7	-76	41	-75
69	-59	86	-30	90	7	80	42	58	69	26	86	-10	91	-45	82
-68	57	-77	16	-74	-28	-67	-59	-64	-61	-70	-33	-78	12	-77	51
-57	64	-19	46	26	7	59	-37	61	-71	32	-91	-15	-94	-54	-82
-62	-55	-35	-17	13	26	53	56	62	63	34	42	-14	2	-54	-41
-62	-70	-34	-81	13	-78	52	-69	64	-63	44	-61	3	-63	-39	-64
-72	-64	-90	-63	-93	-63	-81	-63	-54	-64	-13	-63	30	-62	60	-62
61	-66	31	-74	-14	-81	-52	-77	-64	-55	-44	-17	-4	26	40	57
73	62	90	39	91	-2	78	-43	55	-71	22	-81	-14	-77	-48	-69
-70	-62	-78	-60	-75	-62	-68	-64	-63	-64	-61	-63	-62	-61	-64	-62
-64	-66	-63	-74	-63	-80	-63	-76	-64	-53	-63	-13	-62	31	-62	61
-66	59	-74	27	-81	-21	-76	-57	-53	-61	-13	-31	32	16	61	54
59	63	26	40	-21	-3	-57	-45	-61	-72	-29	-79	19	-72	57	-65
61	-65	29	-72	-20	-77	-57	-73	-60	-54	-27	-23	22	14	58	48
60	74	28	88	-19	89	-56	77	-63	52	-39	19	2	-16	45	-49
76	-74	91	-89	92	-92	78	-79	49	-48	8	-6	-35	37	-62	62
-58	58	-24	24	24	-21	58	-56	60	-63	27	-39	-20	3	-56	46
-63	77	-38	91	4	89	46	76	77	51	92	17	92	-20	77	-52
48	-72	7	-78	-34	-74	-60	-67	-60	-62	-34	-59	8	-59	49	-62
74	-67	80	-74	73	-78	66	-72	65	-52	72	-20	79	17	74	51
48	76	6	89	-38	91	-63	77	-56	46	-20	3	27	-39	60	-63
59	-56	25	-21	-23	25	-58	58	-62	62	-34	36	10	-7	51	-49
74	-78	78	-92	71	-91	65	-76	65	-45	72	-3	77	39	71	63
50	56	16	20	-22	-28	-54	-60	-73	-58	-76	-21	-70	28	-65	60
-66	57	-72	19	-77	-29	-71	-61	-50	-57	-17	-21	20	27	53	59
77	61	90	34	90	-9	75	-51	43	-80	1	-92	-39	-89	-62	-73
-58	-47	-29	-14	14	22	53	54	76	78	82	89	75	88	66	73
61	46	61	11	63	-26	64	-56	63	-74	63	-78	63	-74	64	-66
64	-61	63	-61	61	-62	63	-64	69	-64	77	-63	81	-63	71	-64
43	-65	1	-65	-40	-64	-62	-64	-57	-64	-28	-64	14	-65	53	-64
81	-63	94	-63	91	-63	73	-64	39	-63	-4	-62	-44	-61	-64	-63
-53	-69	-15	-76	31	-79	61	-69	59	-46	28	-13	-17	24	-56	56
-77	80	-79	92	-73	90	-66	72	-62	38	-60	-4	-61	-43	-63	-63
-69	-57	-77	-26	-81	16	-70	55	-40	82	2	92	42	88	63	70
56	42	25	7	-18	-29	-56	-58	-82	-75	-94	-78	-90	-73	-71	-66
-36	-60	8	-58	47	-59	64	-63	50	-69	11	-76	-34	-78	-62	-68
-58	-45	-27	-11	17	26	57	58	83	80	92	91	86	88	69	70
41	36	6	-8	-31	-47	-60	-64	-75	-49	-78	-8	-72	38	-65	63
-61	52	-61	10	-62	-37	-64	-63	-64	-51	-62	-9	-61	38	-63	63
-70	51	-78	8	-81	-39	-68	-63	-36	-51	8	-8	48	39	64	63
48	51	7	8	-38	-39	-63	-63	-57	-50	-24	-7	20	40	59	64
85	49	94	6	88	-41	68	-64	33	-49	-9	-8	-46	38	-64	63
-53	56	-19	23	25	-21	61	-60	78	-84	78	-92	69	-85	64	-67
67	-39	74	-5	76	30	66	61	40	82	4	91	-33	85	-62	66
-75	37	-75	3	-68	-32	-64	-62	-68	-82	-76	-90	-79	-85	-66	-66
-34	-36	10	1	48	36	64	63	51	76	15	77	-28	71	-62	64
-79	60	-80	58	-72	59	-64	64	-61	71	-61	77	-63	77	-64	65
-63	40	-60	5	-60	-32	-64	-63	-71	-83	-78	-90	-78	-83	-65	-65
-38	-35	-4	1	33	37	63	63	84	77	93	78	87	71	64	64
28	60	-14	61	-50	63	-64	64	-50	63	-14	62	29	61	64	64
80	71	78	79	69	80	64	64	69	29	78	-15	79	-52	64	-64
29	-42	-15	3	-51	47	-64	64	-49	44	-14	-1	29	-46	65	-64
87	-45	93	-1	84	44	63	64	32	51	-4	12	-39	-32	-65	-65
-77	-79	-78	-78	-71	-70	-64	-64	-60	-61	-60	-60	-63	-61	-64	-64
-63	-71	-61	-79	-61	-79	-64	-62	-73	-26	-81	19	-79	54	-62	63
-27	40	17	-4	52	-46	64	-64	48	-50	11	-11	-31	33	-67	66
-88	79	-94	76	-85	68	-61	64	-22	68	22	75	56	75	63	62
38	33	-7	-5	-49	-41	-64	-66	-42	-76	3	-75	47	-69	64	-63
48	-60	9	-59	-36	-60	-67	-65	-79	-73	-77	-80	-70	-78	-63	-60
-60	-24	-60	19	-61	53	-65	64	-71	46	-76	9	-75	-34	-61	-69
-32	-89	6	-94	42	-84	67	-59	76	-20	73	22	66	54	64	63
69	44	75	5	75	-37	60	-68	31	-80	-7	-78	-43	-70	-68	-63
-77	-60	-74	-60	-67	-61	-64	-65	-70	-73	-78	-79	-77	-77	-58	-58
-20	-22	25	22	58	55	62	63	34	43	-11	3	-50	-39	-64	-69
-47	-81	-8	-78	36	-70	71	-63	89	-61	91	-62	80	-64	58	-64
26	-64	-10	-63	-45	-63	-69	-64	-78	-64	-74	-64	-67	-64	-64	-64
-70	-64	-78	-65	-77	-64	-56	-64	-17	-63	28	-63	59	-64	61	-64
32	-63	-13	-61	-52	-61	-64	-66	-46	-74	-6	-81	38	-77	72	-56
90	-18	91	25	79	56	56	63	25	41	-10	0	-44	-42	-71	-70
-87	-79	-90	-74	-79	-66	-56	-64	-23	-70	14	-76	47	-74	70	-57
77	-27	73	10	66	45	65	72	71	86	78	88	76	78	54	55
16	22	-28	-15	-58	-48	-62	-70	-38	-77	3	-72	44	-66	71	-65
80	-71	76	-78	68	-75	62	-54	60	-15	60	28	62	58	66	62
73	37	79	-4	75	-45	53	-72	14	-80	-31	-76	-61	-68	-59	-62
-26	-60	21	-60	57	-62	61	-66	31	-74	-16	-80	-54	-75	-63	-52
-41	-12	2	32	45	61	73	59	80	25	73	-22	65	-58	65	-60
73	-30	80	17	75	55	51	63	11	39	-31	-4	-59	-46	-61	-73
-37	-79	3	-73	45	-65	76	-65	91	-72	91	-77	77	-73	52	-53
19	-21	-16	16	-49	49	-75	74	-90	89	-92	91	-78	78	-48	48
-7	6	34	-37	60	-62	61	-57	35	-24	-7	22	-48	57	-74	63
-80	39	-73	-3	-66	-46	-65	-77	-71	-92	-77	-92	-72	-77	-52	-47
-18	-7	20	34	52	60	72	60	77	33	74	-9	67	-49	62	-74
61	-81	62	-75	64	-67	64	-62	64	-59	64	-59	64	-62	64	-67
