72	23
50	59
34	78
36	73
55	46
78	9
85	-22
65	-36
20	-29
-32	-8
-70	18
-81	44
-63	67
-26	82
14	84
46	68
67	34
77	-5
80	-29
77	-23
69	11
57	54
39	80
18	68
-5	22
-23	-35
-31	-74
-23	-74
-2	-37
21	18
31	66
18	89
-17	86
-56	65
-79	39
-71	16
-34	-1
19	-14
66	-24
93	-31
99	-32
92	-30
83	-27
79	-29
81	-36
83	-41
83	-34
76	-9
64	30
48	67
32	83
18	66
7	22
-4	-32
-19	-72
-38	-84
-61	-67
-79	-32
-84	10
-70	48
-41	78
-8	93
18	89
29	61
24	14
8	-37
-15	-74
-40	-84
-64	-68
-81	-32
-84	9
-70	47
-41	76
-8	91
18	88
27	64
19	22
2	-27
-17	-70
-32	-98
-40	-107
-40	-102
-29	-88
-5	-68
29	-47
62	-28
81	-20
75	-30
47	-53
10	-78
-17	-85
-22	-65
-7	-18
14	36
22	76
8	86
-24	68
-60	39
-81	21
-76	27
-48	52
-11	78
15	86
20	64
6	17
-15	-36
-21	-76
-3	-90
35	-79
72	-53
85	-25
62	-3
10	10
-47	17
-80	18
-75	15
-34	6
22	-6
72	-16
104	-19
114	-14
107	-10
89	-13
64	-32
34	-62
6	-86
-13	-88
-19	-57
-12	-2
2	54
14	82
19	70
16	23
6	-35
-11	-78
-32	-89
-57	-71
-77	-35
-84	6
-72	44
-44	74
-11	91
12	88
15	59
2	9
-13	-44
-15	-80
1	-85
32	-64
64	-33
82	-15
81	-18
60	-41
29	-68
-6	-83
-38	-79
-64	-59
-80	-28
-85	6
-76	38
-55	63
-27	80
6	85
38	76
66	56
83	28
85	-5
72	-41
46	-73
16	-92
-8	-87
-20	-55
-21	-3
-11	50
7	82
30	81
56	51
77	13
85	-8
73	-1
47	29
20	64
9	84
21	77
50	50
78	18
86	-6
63	-16
17	-13
-37	-4
-80	7
-105	16
-110	23
-102	23
-87	10
-68	-18
-47	-52
-26	-80
-8	-86
3	-62
6	-16
6	38
6	81
10	106
16	113
17	105
7	87
-16	61
-46	33
-73	11
-85	5
-75	21
-49	52
-18	80
4	85
8	58
-1	6
-10	-49
-5	-83
19	-87
53	-65
81	-32
85	-5
61	9
15	11
-38	7
-83	3
-111	2
-120	3
-111	3
-86	3
-47	1
2	0
49	-2
84	-2
101	-2
102	-2
94	-2
85	-1
80	-1
78	-1
80	-1
85	-1
94	-1
104	-1
105	-1
85	0
40	-1
-18	-1
-67	-2
-85	0
-61	5
-8	12
49	13
85	0
88	-27
64	-61
30	-86
1	-84
-17	-52
-23	1
-18	54
-1	85
27	86
61	63
85	30
84	2
52	-16
-3	-21
-56	-17
-85	-2
-81	23
-51	53
-18	78
-3	84
-14	69
-41	38
-70	8
-85	-4
-82	9
-63	38
-34	68
-2	85
30	82
59	62
79	33
84	3
73	-26
50	-51
24	-72
4	-85
-4	-92
-4	-92
1	-88
6	-84
9	-82
10	-80
9	-81
6	-85
2	-90
-1	-94
0	-93
8	-83
25	-63
47	-37
69	-11
86	10
97	23
101	28
96	23
82	5
60	-22
33	-54
13	-79
9	-84
24	-65
51	-32
76	-2
84	9
70	-8
43	-42
18	-74
10	-84
23	-66
50	-30
74	2
85	9
77	-13
56	-51
31	-81
7	-82
-10	-48
-19	6
-19	58
-9	87
11	86
38	63
65	33
87	8
101	-4
104	-5
97	2
80	15
57	32
31	52
5	71
-16	86
-30	96
-33	98
-26	93
-10	81
14	62
41	41
67	23
87	13
98	13
99	19
92	21
81	11
70	-14
56	-46
37	-73
7	-84
-30	-77
-65	-56
-86	-32
-79	-11
-46	2
5	10
55	14
90	17
103	17
100	17
90	17
82	16
78	15
79	14
81	15
84	18
87	26
89	32
87	29
81	11
68	-23
51	-60
32	-83
13	-78
-7	-43
-21	9
-25	59
-14	88
13	92
46	73
73	43
84	10
76	-20
56	-46
33	-69
15	-87
4	-100
2	-103
9	-95
26	-75
52	-46
76	-15
87	11
76	23
41	19
-8	4
-56	-13
-92	-23
-110	-25
-111	-20
-98	-18
-72	-26
-38	-44
-4	-65
19	-80
19	-80
-4	-64
-41	-41
-72	-25
-82	-25
-68	-41
-35	-64
2	-80
33	-79
54	-58
68	-26
77	7
84	31
89	44
91	45
87	35
77	16
61	-10
43	-40
29	-68
24	-87
29	-96
36	-95
34	-88
16	-77
-19	-64
-57	-51
-80	-36
-75	-19
-41	-3
8	12
57	23
93	27
110	26
110	23
95	23
68	31
33	47
-1	65
-23	78
-25	79
-7	68
26	50
62	34
91	26
107	26
108	30
95	31
66	25
25	12
-21	-4
-62	-21
-90	-35
-102	-44
-99	-45
-88	-38
-73	-20
-59	7
-46	38
-35	67
-26	88
-19	99
-17	99
-24	89
-38	69
-57	43
-75	13
-82	-17
-72	-42
-47	-60
-13	-71
19	-77
39	-80
46	-81
42	-81
35	-80
30	-78
29	-76
31	-77
32	-78
32	-79
31	-77
30	-75
31	-76
35	-82
39	-92
40	-98
37	-90
28	-60
15	-13
-2	36
-23	70
-46	78
-66	60
-79	24
-81	-17
-70	-52
-46	-76
-15	-88
20	-84
51	-65
76	-33
89	3
85	29
62	37
23	25
-23	1
-63	-26
-89	-46
-98	-56
-93	-55
-82	-44
-70	-23
-57	6
-46	38
-38	67
-37	85
-43	91
-49	88
-44	80
-22	72
17	65
57	56
77	44
64	28
20	9
-34	-11
-70	-31
-72	-48
-41	-62
3	-70
34	-75
36	-76
10	-75
-30	-68
-66	-50
-84	-18
-83	23
-68	61
-48	77
-27	61
-8	17
11	-34
32	-70
54	-72
76	-43
88	0
82	34
54	43
7	28
-41	-1
-71	-32
-68	-54
-34	-67
10	-72
39	-74
33	-74
-3	-72
-48	-65
-73	-49
-61	-25
-16	5
37	32
70	43
67	33
32	6
-19	-25
-63	-42
-87	-35
-89	-5
-76	34
-52	66
-23	80
9	76
41	61
67	47
81	40
83	40
78	43
73	44
74	43
80	41
83	41
77	44
56	48
26	54
-9	60
-38	69
-58	79
-66	88
-63	89
-50	77
-31	51
-6	14
19	-27
41	-63
57	-88
64	-99
62	-96
51	-78
31	-47
5	-8
-21	32
-43	64
-55	82
-56	86
-51	79
-47	72
-50	68
-57	69
-62	71
-53	71
-25	66
15	58
53	51
70	48
57	50
20	57
-22	64
-47	69
-43	68
-13	61
28	53
63	49
82	52
86	60
80	63
71	54
62	26
55	-13
49	-49
49	-68
56	-60
67	-30
75	10
71	45
51	66
19	73
-16	71
-46	68
-67	68
-76	69
-74	70
-56	68
-23	63
18	57
54	53
68	52
52	53
14	56
-28	61
-51	66
-45	71
-14	74
27	70
62	56
83	30
89	-3
79	-36
57	-63
23	-79
-17	-83
-51	-75
-66	-56
-54	-30
-19	0
26	30
62	52
80	63
80	65
72	61
66	55
68	50
76	48
79	49
67	54
37	63
-4	72
-40	76
-55	66
-40	42
-2	7
38	-31
55	-62
40	-81
-2	-87
-45	-79
-64	-58
-48	-26
-5	11
40	42
63	56
53	46
18	15
-27	-24
-61	-55
-78	-69
-78	-69
-70	-61
-63	-57
-61	-61
-61	-68
-63	-69
-63	-58
-61	-34
-59	0
-58	33
-58	61
-57	79
-56	87
-55	83
-58	63
-65	28
-74	-14
-76	-48
-62	-59
-30	-39
13	1
49	41
61	59
41	44
-1	4
-43	-38
-60	-59
-44	-50
-3	-15
39	27
60	59
49	73
14	71
-28	63
-60	60
-74	64
-73	71
-66	71
-60	59
-57	34
-56	1
-56	-33
-59	-61
-66	-80
-73	-88
-73	-82
-58	-60
-27	-25
12	16
46	49
58	61
45	47
11	12
-29	-30
-59	-63
-72	-77
-70	-75
-62	-66
-58	-62
-62	-67
-70	-74
-71	-75
-56	-62
-24	-34
15	2
47	37
57	64
41	81
6	86
-33	78
-65	54
-83	17
-87	-25
-77	-57
-54	-63
-20	-38
19	8
48	49
55	64
34	43
-6	-1
-42	-45
-55	-65
-36	-50
3	-10
40	35
55	67
41	77
6	71
-35	60
-68	54
-87	57
-92	63
-83	64
-62	52
-31	28
7	-2
42	-32
68	-56
81	-72
81	-78
74	-71
65	-49
58	-14
54	26
53	57
53	66
54	49
56	13
61	-27
68	-56
77	-67
84	-64
81	-56
63	-52
30	-54
-10	-60
-42	-66
-51	-67
-33	-65
3	-60
43	-55
71	-50
83	-49
80	-49
73	-50
67	-51
65	-50
64	-48
65	-48
70	-51
78	-56
85	-61
83	-58
63	-47
25	-26
-21	1
-57	29
-69	54
-54	73
-20	82
21	80
55	65
79	40
89	8
84	-25
64	-55
31	-78
-7	-90
-37	-86
-49	-63
-38	-23
-10	23
24	58
54	71
74	56
83	21
80	-20
66	-55
40	-78
8	-89
-26	-84
-53	-64
-68	-29
-73	11
-73	41
-71	44
-71	16
-69	-28
-60	-64
-39	-69
-9	-36
23	18
43	61
43	69
22	37
-9	-17
-36	-61
-45	-70
-33	-40
-5	12
26	57
50	73
64	57
69	20
71	-21
73	-52
75	-69
75	-71
74	-60
72	-34
70	5
65	46
55	72
36	68
9	31
-19	-22
-38	-63
-42	-71
-28	-40
-2	12
26	59
49	75
61	57
67	17
70	-23
76	-48
84	-54
88	-49
84	-43
67	-42
39	-47
6	-57
-25	-67
-48	-79
-59	-88
-60	-93
-50	-87
-34	-65
-13	-28
8	16
28	56
46	83
59	94
63	91
53	81
27	72
-11	66
-50	61
-74	50
-70	30
-38	1
10	-28
56	-42
84	-31
88	3
74	46
52	74
29	69
10	31
-8	-23
-27	-66
-45	-75
-60	-50
-70	-7
-75	29
-77	36
-75	12
-68	-28
-51	-64
-23	-80
15	-74
51	-55
73	-39
74	-38
54	-53
19	-72
-17	-81
-48	-68
-69	-34
-79	6
-80	32
-73	30
-61	2
-47	-39
-37	-71
-35	-76
-42	-54
-55	-16
-70	20
-84	41
-93	44
-96	36
-88	31
-66	40
-32	61
3	82
28	86
33	63
18	14
-6	-40
-27	-74
-34	-72
-24	-33
-3	23
21	67
42	81
56	60
66	20
74	-18
84	-40
93	-42
97	-35
88	-30
64	-35
29	-50
-7	-67
-28	-78
-27	-77
-5	-66
30	-49
65	-34
93	-28
109	-29
110	-33
94	-33
57	-23
5	-4
-46	18
-77	29
-73	24
-35	3
19	-21
66	-31
90	-17
88	18
68	58
40	80
12	70
-13	30
-31	-23
-33	-68
-14	-89
21	-84
59	-63
80	-37
71	-15
35	2
-17	15
-65	24
-97	28
-110	25
-106	21
-90	22
-64	36
-32	61
-1	84
21	87
26	61
14	11
-6	-44
-22	-77
-25	-75
-13	-38
5	16
21	66
27	100
25	113
20	108
21	91
32	62
51	26
71	-6
81	-23
77	-15
58	16
36	53
23	79
30	77
53	51
79	15
86	-16
63	-29
14	-24
-41	-7
-77	14
-79	37
-50	58
-10	74
18	82
19	78
-4	62
-39	42
-73	25
-98	16
-111	16
-110	19
-92	21
-55	19
-4	13
47	3
78	-14
80	-37
55	-64
17	-85
-13	-87
-26	-64
-20	-21
-4	29
14	73
28	100
36	108
36	103
24	88
0	68
-33	45
-63	26
-81	17
-80	26
-61	47
-29	71
8	83
43	74
73	46
90	13
87	-13
63	-22
20	-16
-31	-2
-75	13
-101	25
-108	32
-100	31
-87	20
-74	-3
-62	-34
-47	-63
-23	-81
13	-83
52	-69
81	-45
86	-20
62	2
15	18
-38	24
-78	17
-93	-3
-83	-33
-55	-63
-21	-82
12	-82
41	-65
64	-39
81	-17
91	-4
93	-3
90	-7
85	-12
81	-13
79	-12
80	-10
83	-12
87	-16
89	-22
89	-23
85	-14
77	8
63	39
43	69
16	84
-16	77
-49	52
-75	23
-84	11
-75	22
-50	52
-19	80
7	86
20	59
20	8
9	-47
-7	-82
-26	-85
-47	-60
-67	-24
-83	6
-91	21
-90	21
-86	15
-84	9
-90	7
-100	7
-103	8
-88	8
-49	8
4	8
55	5
83	-6
79	-26
49	-53
13	-77
-6	-85
2	-73
33	-46
67	-19
84	-6
74	-15
42	-41
8	-69
-6	-84
10	-80
46	-58
79	-30
86	-7
54	7
-4	10
-61	8
-85	5
-61	2
-3	-1
57	-3
84	-4
63	-3
5	0
-55	4
-84	4
-67	-1
-15	-9
44	-12
83	-4
93	18
75	47
43	73
4	85
-36	77
-71	53
-92	25
-85	3
-48	-9
10	-12
62	-8
85	-2
65	6
13	12
-45	12
-84	1
-93	-21
-75	-50
-41	-75
-1	-85
39	-76
72	-53
91	-24
85	0
51	15
0	20
-52	15
-85	-1
-90	-25
-71	-53
-38	-76
2	-85
41	-75
75	-50
93	-20
84	2
44	12
-15	10
-67	3
-84	-2
-57	-3
1	-1
58	2
85	3
69	2
21	0
-38	-2
-87	-3
-115	-6
-123	-7
-111	-7
-83	-3
-39	4
13	10
59	11
85	3
84	-14
61	-38
29	-63
4	-86
-6	-104
-3	-112
4	-107
5	-82
-1	-38
-11	15
-14	62
-4	85
20	78
50	49
76	18
84	7
72	24
44	58
13	85
-9	82
-14	43
-7	-17
4	-68
8	-84
2	-58
-9	-4
-14	52
-6	87
17	94
47	75
74	43
85	3
76	-36
53	-71
26	-89
7	-81
1	-45
2	9
1	60
-13	86
-39	80
-69	49
-87	12
-81	-13
-49	-20
0	-13
51	0
89	13
107	21
108	24
98	21
81	8
61	-13
40	-40
21	-67
11	-87
10	-99
16	-102
19	-96
9	-81
-16	-57
-50	-32
-77	-14
-83	-15
-66	-35
-33	-65
-1	-85
15	-80
12	-44
-2	9
-13	60
-12	87
6	83
35	58
65	30
88	12
98	11
98	18
91	21
81	11
70	-14
55	-45
36	-72
9	-85
-24	-81
-55	-64
-77	-38
-83	-9
-74	21
-53	48
-30	71
-13	86
-7	91
-9	89
-15	85
-17	83
-14	87
-8	92
-9	92
-23	78
-49	51
-78	19
-91	-7
-75	-20
-30	-16
28	-3
72	12
81	20
49	19
-7	10
-60	-5
-87	-26
-79	-49
-47	-71
-6	-83
29	-79
51	-58
65	-26
75	5
86	24
95	29
99	24
93	20
76	23
51	35
22	54
-6	72
-27	86
-41	92
-44	92
-35	87
-14	79
16	71
48	60
73	41
84	11
79	-28
61	-66
38	-86
15	-73
-4	-29
-18	30
-24	73
-21	77
-9	38
7	-23
21	-71
23	-78
11	-40
-7	21
-22	69
-22	79
-7	46
14	-10
27	-62
19	-86
-10	-80
-47	-56
-75	-33
-79	-24
-59	-32
-23	-51
11	-71
32	-86
36	-95
31	-97
26	-90
29	-72
41	-46
58	-14
74	14
83	33
85	39
81	35
79	29
83	27
93	30
101	34
94	33
64	23
14	5
-41	-13
-76	-26
-74	-28
-36	-21
19	-5
65	16
83	39
69	62
34	78
-8	83
-44	74
-71	51
-86	20
-86	-13
-69	-42
-37	-65
1	-78
27	-82
26	-75
-3	-60
-44	-44
-74	-33
-75	-32
-46	-43
-5	-59
26	-74
29	-81
5	-79
-33	-67
-67	-46
-86	-17
-87	16
-74	47
-49	71
-14	82
27	81
63	67
80	46
69	19
30	-7
-21	-28
-64	-36
-85	-26
-82	-1
-63	32
-42	65
-27	89
-20	101
-21	101
-28	88
-43	63
-63	28
-80	-8
-83	-31
-64	-32
-23	-12
26	17
66	35
83	28
75	-5
54	-46
38	-73
39	-72
57	-43
78	-1
83	30
60	36
11	17
-42	-13
-74	-34
-67	-33
-22	-12
35	17
72	35
68	33
25	12
-32	-15
-71	-34
-70	-37
-30	-23
25	1
67	28
78	53
56	73
16	85
-25	82
-54	60
-69	24
-74	-14
-75	-37
-75	-34
-73	-8
-66	30
-49	65
-22	85
12	87
45	74
69	50
78	22
72	-9
57	-39
44	-66
39	-87
43	-101
48	-102
45	-85
29	-49
3	1
-24	48
-40	73
-39	63
-21	20
6	-33
34	-69
55	-69
67	-36
72	9
73	39
75	38
75	10
70	-31
52	-65
20	-84
-22	-85
-58	-73
-74	-52
-61	-23
-23	8
25	33
64	44
83	35
80	8
65	-29
48	-64
38	-88
36	-98
39	-94
43	-79
48	-54
55	-23
62	9
70	38
75	60
77	71
75	70
72	53
71	21
71	-19
66	-55
52	-71
26	-60
-7	-23
-35	25
-47	64
-37	82
-9	77
28	62
63	49
88	46
99	51
95	55
77	50
47	33
9	8
-29	-19
-63	-43
-88	-60
-100	-69
-97	-67
-77	-53
-40	-27
8	5
50	33
69	48
55	43
13	21
-37	-11
-67	-43
-62	-68
-25	-83
20	-86
48	-73
42	-46
8	-7
-31	34
-50	64
-36	77
3	72
46	59
67	51
57	54
20	65
-22	75
-49	71
-47	48
-21	10
16	-32
47	-64
62	-79
62	-79
56	-72
52	-67
55	-70
61	-79
63	-82
54	-71
35	-39
8	6
-22	48
-49	66
-71	53
-85	14
-86	-29
-70	-52
-36	-43
8	-7
47	33
66	53
55	41
21	5
-24	-33
-62	-53
-84	-44
-88	-12
-78	28
-57	62
-28	82
5	88
38	79
63	58
73	23
70	-18
61	-52
55	-65
59	-49
70	-10
76	31
66	54
35	49
-9	19
-48	-21
-64	-54
-47	-71
-6	-74
36	-69
56	-64
41	-59
1	-56
-43	-54
-63	-56
-49	-63
-9	-71
34	-74
57	-64
49	-39
16	-5
-25	31
-56	61
-71	80
-71	88
-64	83
-58	63
-57	29
-58	-13
-61	-47
-62	-58
-61	-39
-60	2
-59	44
-59	61
-59	45
-60	4
-61	-38
-61	-59
-61	-49
-60	-16
-60	25
-59	60
-58	82
-57	89
-57	82
-60	60
-66	26
-71	-14
-71	-47
-60	-60
-35	-48
-1	-15
34	26
60	61
70	82
69	87
62	80
59	60
64	32
71	-2
72	-35
61	-59
36	-71
2	-72
-32	-67
-59	-61
-77	-59
-85	-58
-79	-59
-57	-62
-21	-67
20	-73
52	-72
62	-56
47	-25
12	16
-30	49
-64	57
-85	34
-89	-9
-79	-49
-55	-63
-21	-41
17	4
46	47
56	63
44	43
13	-3
-25	-46
-58	-64
-79	-45
-87	-2
-81	40
-62	55
-32	36
5	-5
41	-43
66	-55
75	-33
70	9
60	48
55	65
60	52
71	18
76	-23
62	-58
30	-80
-12	-89
-45	-84
-53	-62
-33	-24
4	21
39	57
54	65
43	40
12	-7
-25	-50
-57	-66
-78	-47
-88	-6
-83	35
-62	54
-25	44
20	13
56	-24
66	-57
44	-78
1	-86
-38	-82
-52	-63
-33	-32
5	6
39	43
51	71
34	86
-2	87
-42	73
-72	45
-85	6
-82	-36
-68	-64
-46	-66
-22	-36
4	12
30	54
55	68
75	48
88	7
85	-33
63	-51
24	-41
-21	-11
-57	24
-69	55
-55	76
-22	85
19	82
56	64
80	32
89	-7
84	-38
64	-49
33	-35
-6	-4
-45	29
-76	52
-95	60
-98	56
-87	50
-64	48
-34	51
-2	59
28	66
53	72
69	73
75	73
65	71
38	71
0	70
-40	67
-67	58
-69	41
-45	18
-3	-8
43	-32
80	-50
101	-62
104	-65
90	-58
63	-39
26	-8
-15	25
-52	45
-78	41
-88	11
-82	-32
-64	-65
-35	-70
-3	-43
26	4
43	51
41	78
20	82
-14	70
-51	53
-81	40
-96	34
-97	34
-86	37
-66	47
-38	61
-7	76
24	80
50	66
68	33
76	-8
77	-37
71	-39
62	-12
52	30
44	64
42	73
46	53
57	15
68	-23
76	-48
78	-56
76	-52
74	-45
76	-39
83	-34
89	-32
85	-35
65	-45
31	-62
-7	-78
-34	-82
-38	-66
-19	-29
12	18
35	59
37	81
15	81
-22	66
-59	48
-82	35
-89	31
-84	33
-77	37
-76	38
-82	35
-89	31
-85	32
-66	44
-32	64
6	83
32	86
36	63
19	19
-9	-33
-31	-69
-37	-74
-25	-46
-1	3
25	53
43	90
52	109
52	108
43	92
29	63
12	23
-8	-21
-26	-60
-43	-87
-54	-97
-58	-93
-47	-83
-21	-73
17	-64
55	-55
77	-43
71	-26
39	-7
-9	12
-57	28
-92	39
-110	45
-109	45
-92	39
-62	27
-22	8
22	-12
62	-28
91	-35
105	-34
105	-29
90	-29
64	-39
29	-59
-5	-79
-28	-85
-30	-66
-12	-24
15	27
32	67
24	84
-6	74
-45	52
-73	34
-78	33
-58	48
-23	69
14	80
47	74
71	51
85	19
85	-15
68	-47
37	-75
2	-92
-24	-89
-30	-61
-17	-11
6	43
24	76
31	72
23	31
6	-26
-17	-70
-44	-81
-69	-56
-86	-14
-87	21
-64	29
-22	12
28	-15
69	-29
88	-17
84	20
64	61
38	82
13	66
-8	18
-22	-41
-27	-77
-22	-71
-7	-24
12	37
25	77
23	71
9	24
-11	-38
-24	-77
-23	-71
-8	-25
11	35
23	75
24	77
12	42
-4	-13
-20	-65
-30	-101
-34	-116
-33	-112
-27	-92
-17	-59
-3	-16
11	30
21	70
25	97
23	110
19	107
21	91
31	62
49	25
68	-8
80	-23
80	-12
67	23
48	62
28	83
13	67
3	20
-5	-37
-17	-76
-33	-80
-54	-51
-73	-10
-82	17
-78	18
-62	-7
-40	-43
-24	-75
-18	-94
-23	-101
-29	-98
-24	-87
-3	-69
31	-47
64	-26
82	-18
75	-29
49	-55
14	-80
-14	-86
-26	-63
-23	-15
-9	39
12	77
36	86
62	68
81	31
85	-8
69	-41
37	-64
3	-77
-16	-83
-10	-81
18	-72
54	-54
80	-26
85	11
71	49
46	78
22	86
4	65
-7	22
-12	-31
-15	-75
-17	-99
-19	-102
-19	-93
-16	-84
-11	-84
-6	-89
-5	-92
-12	-86
-29	-71
-53	-49
-75	-22
-84	7
-73	40
-46	73
-14	93
11	88
18	54
10	-2
-4	-56
-13	-83
-9	-70
4	-25
15	33
15	78
-3	95
-34	83
-65	53
-83	18
-81	-13
-62	-39
-36	-61
-14	-81
-4	-98
-5	-110
-10	-109
-12	-89
-5	-50
8	3
17	52
13	82
-8	83
-40	60
-71	30
-84	11
-72	15
-41	38
-6	66
9	83
-4	81
-41	61
-77	35
-86	11
-57	-3
0	-8
57	-8
84	-8
68	-10
17	-11
-41	-7
-82	6
-91	27
-71	52
-36	74
3	84
38	78
65	57
82	27
85	-4
73	-30
49	-51
20	-67
-4	-83
-18	-98
-19	-108
-14	-106
-6	-87
-1	-51
0	-4
2	44
5	82
11	105
18	110
18	103
6	86
-21	66
-56	45
-83	24
-86	5
-56	-10
-3	-20
51	-19
84	-5
83	20
55	49
21	73
3	85
12	81
40	63
70	34
85	-1
77	-39
52	-71
22	-89
-1	-85
-11	-57
-9	-10
-2	41
1	84
-2	108
-9	113
-11	104
1	85
28	63
62	40
86	18
85	0
53	-14
1	-20
-51	-15
-85	0
-90	25
-71	55
-38	78
0	85
34	71
63	44
81	15
85	1
73	8
48	33
20	63
-2	85
-13	94
-14	92
-9	87
-2	85
5	87
9	91
8	91
-4	84
-26	70
-53	48
-77	23
-85	-5
-74	-30
-48	-52
-18	-69
5	-86
16	-101
16	-112
10	-108
4	-82
1	-33
-1	25
-2	71
-5	84
-9	57
-11	4
-7	-51
7	-86
30	-91
58	-69
79	-32
84	10
71	48
43	77
13	91
-8	83
-14	52
-8	4
2	-47
7	-88
6	-110
2	-113
1	-102
9	-82
25	-58
46	-32
67	-8
87	10
102	20
111	21
105	17
80	7
37	-5
-15	-16
-61	-19
-86	-6
-84	22
-61	59
-30	84
-7	82
2	46
2	-10
2	-61
13	-85
34	-74
60	-40
79	-5
84	11
73	1
51	-27
28	-61
9	-88
-3	-101
-6	-102
0	-95
15	-81
39	-62
65	-39
83	-11
82	18
60	45
25	67
-4	81
-12	84
5	76
38	59
70	35
85	8
77	-22
54	-49
29	-72
11	-86
4	-91
4	-89
9	-86
16	-83
23	-84
28	-87
25	-87
11	-82
-15	-72
-45	-57
-72	-36
-85	-8
-82	23
-65	54
-39	76
-9	83
20	75
47	54
69	31
87	13
99	2
104	1
97	7
77	21
44	41
9	62
-15	78
-15	83
11	74
51	54
80	32
79	14
42	4
-15	-2
-65	-9
-84	-23
-65	-43
-24	-64
11	-79
17	-82
-8	-73
-48	-55
-78	-33
-79	-15
-48	0
2	9
53	16
93	22
114	26
117	27
103	24
70	19
22	12
-31	2
-71	-10
-82	-27
-61	-49
-21	-70
13	-82
21	-80
-1	-64
-40	-43
-72	-27
-82	-22
-65	-31
-30	-48
5	-69
30	-88
39	-103
37	-108
29	-98
20	-69
12	-22
2	29
-12	68
-32	84
-55	72
-76	41
-85	1
-76	-38
-50	-71
-16	-91
13	-92
28	-70
26	-26
10	26
-12	68
-33	83
-50	67
-65	30
-76	-8
-83	-34
-84	-41
-81	-36
-79	-29
-83	-26
-91	-29
-97	-32
-92	-31
-69	-23
-30	-9
16	6
60	21
92	31
109	37
111	38
96	33
66	23
24	8
-23	-8
-63	-23
-89	-31
-97	-33
-92	-31
-83	-29
-79	-30
-80	-35
-83	-40
-83	-36
-75	-21
-62	7
-47	40
-35	68
-27	85
-24	89
-25	84
-28	79
-32	81
-36	89
-38	95
-35	89
-25	65
-9	26
10	-21
26	-62
34	-91
35	-105
31	-105
30	-91
36	-64
51	-27
67	10
78	31
76	26
63	-4
46	-45
34	-74
35	-74
46	-44
61	-3
74	28
80	31
79	6
69	-32
48	-67
16	-84
-24	-83
-60	-67
-78	-45
-69	-23
-33	-4
16	13
61	28
90	42
100	52
96	55
84	45
69	20
53	-17
40	-54
34	-75
41	-71
59	-41
77	-1
82	30
63	35
23	14
-25	-18
-65	-37
-86	-27
-86	10
-72	53
-48	77
-22	64
5	19
26	-35
37	-71
34	-72
17	-39
-7	11
-30	60
-47	94
-56	110
-55	108
-45	88
-26	51
1	2
26	-46
39	-73
32	-68
